,index,CLEANED REASON,REASON,AVG SCORE,TO USER ACCOUNT,DATE,category
5917,1284,take vay k ,for taking vay-k ,2.93,WhyldWanderer#7002,2022-04-06T22:00:00.000Z,
5918,1285,amaz commun call constant assist ,for an amazing community call and her constant assistance. ,9.67,karmaticacid#1218,2022-03-16T23:00:00.000Z,
5919,1286,effort regenfarm givpow giveconomi call ,"for her effort on regenFarms, GIVpower and GIVeconomy calls. ",7.43,karmaticacid#1218,2022-04-06T22:00:00.000Z,
5920,1287,awesom common stack tshirt ,for his awesome commons stack tshirt ,2.67,Amin#2164,2022-04-06T22:00:00.000Z,
5922,1289,vaca still around bit ,being on vaca and still around a bit! ,2.27,WhyldWanderer#7002,2022-04-06T22:00:00.000Z,
5927,1294,good support friend report issu ,for being a good supportive friend on reporting issues ,9.67,karmaticacid#1218,2022-03-15T23:00:00.000Z,
5928,1295,make miss ,for making me miss him. ,5.33,geleeroyale#3228,2022-04-11T22:00:00.000Z,
5935,1302,alway posit ,always being so positive! ,3.0,karmaticacid#1218,2022-04-06T22:00:00.000Z,
5936,1303,jump love commun ,for jump into this lovely community. ,2.33,MoeShehab#3487,2022-03-16T23:00:00.000Z,
5937,1304,🧠 zzzzzz use ,for their 🧠 zzzzzz and using them!! ,3.0,Ramin#4479,2022-04-06T22:00:00.000Z,
5939,1306,regular amazing ,for their regular amazingness ,2.33,Amin#2164,2022-04-06T22:00:00.000Z,
5940,1307,schedul first check tomorrow 🙂 wait hear contribut ,for scheduling our first check-in tomorrow 🙂 I can't wait to hear about all your contributions! ,2.33,Giantkin#8403,2022-04-06T22:00:00.000Z,
5941,1308,check tomorrow look forward meet ,"for our check-in tomorrow, looking forward to meeting you! ",3.67,Nikola Creatrix#5026,2022-04-06T22:00:00.000Z,
5942,1309,reach welcom giveth team ,for reaching out. Welcome to the Giveth team!! ,0.83,MoeShehab#3487,2022-03-22T23:00:00.000Z,
5943,1310,guid overal ,for the guiding me overall ,3.67,"Griff (💜,💜)#8888",2022-03-30T22:00:00.000Z,
5944,1311,🧠 zzzzzz use ,for their 🧠 zzzzzz and using them!! ,3.0,mohammad_ranjbar_z#2709,2022-04-06T22:00:00.000Z,
5945,1312,🧠 zzzzzz use ,for their 🧠 zzzzzz and using them!! ,3.67,Cherik#4711,2022-04-06T22:00:00.000Z,
5946,1313,great job welcom us commun ,for the great job welcoming us to the community! ,1.5,MoeShehab#3487,2022-04-06T22:00:00.000Z,
5947,1314,take vacat ,for taking vacation! ,1.5,WhyldWanderer#7002,2022-03-23T23:00:00.000Z,
5948,1315, jump call help team devop ,& for jumping into calls and helping the team with devops ,7.0,toraif#4775,2022-03-23T23:00:00.000Z,
5949,1316, mo 🤖 tossyne amaz team ,@Mo 🤖@Tossynee be an amazing team ,6.0,Mo 🤖#0356,2022-04-06T22:00:00.000Z,
5950,1317,take need vay k still support ,and for taking some needed vay-K but still being supportive ,7.0,karmaticacid#1218,2022-04-13T22:00:00.000Z,
5952,1319,awesom giveconomi meet ,for awesome GIVeconomy meeting ,7.0,divine_comedian#5493,2022-03-22T23:00:00.000Z,
5953,1320,regular amazing ,for their regular amazingness ,4.5,mateodaza#3156,2022-04-06T22:00:00.000Z,
5954,1321,best buddi supper support respons vacat ,for being the best buddy and being supper supportive and responsive while on vacation. ,4.5,WhyldWanderer#7002,2022-04-07T22:00:00.000Z,
5955,1322,amazingli help avail help alway 😊 ,and for being so amazingly helpful and available to help always 😊 ,7.0,karmaticacid#1218,2022-03-16T23:00:00.000Z,
5956,1323,make part tema github repositori empow take issu ,and for making me part of the tema on Github repository and for empowering me to take some issues ,6.0,karmaticacid#1218,2022-03-23T23:00:00.000Z,
5957,1324,travel world take much deserv time ,for traveling the world and taking much deserved time off ,3.6,WhyldWanderer#7002,2022-04-07T22:00:00.000Z,
5958,1325,help github ,for helping with Github ,7.0,Mo 🤖#0356,2022-03-30T22:00:00.000Z,
5959,1326,amaz team alway avail help ,be an amazing team and always be available to help! ,7.0,Mo 🤖#0356,2022-03-23T23:00:00.000Z,
5960,1327,fill self review giveth evalu form ,for filling out the self-review and Giveth Evaluation form ,7.0,Ramin#4479,2022-04-06T22:00:00.000Z,
5961,1328,verif support ,for verification support!! ,7.0,ReForest,2022-03-23T23:00:00.000Z,
5962,1329,help sourc dev candid ,for helping me source dev candidates ,7.0,Amin#2164,2022-03-16T23:00:00.000Z,
5963,1330,awesom adventur take vacay ,for having awesome adventures and taking vacay ,4.6,WhyldWanderer#7002,2022-04-06T22:00:00.000Z,
5964,1331,support plan hire roadmap ,for their support with planning out our hiring roadmap ,7.0,Amin#2164,2022-04-06T22:00:00.000Z,
5965,1332,🧠 zzzzzz use ,for their 🧠 zzzzzz and using them!! ,5.5,mateodaza#3156,2022-04-06T22:00:00.000Z,
5966,1333,account  call week ,for his accountability and having 3 calls during this week ,7.0,Tosin#8012,2022-04-13T22:00:00.000Z,
5967,1334,sync week ,for our sync this week ,7.0,hanners717#2022,2022-04-06T22:00:00.000Z,
5968,1335,sync call week vacat ,for sync call this week while on vacation ,2.1,WhyldWanderer#7002,2022-04-13T22:00:00.000Z,
5970,1337,look make sure loos mind ,"for looking out for me, and making sure I don't loose my mind ",6.0,Amin#2164,2022-03-30T22:00:00.000Z,
5971,1338,orient navig giveth io ,for the orientation to navigate Giveth.io ,7.0,karmaticacid#1218,2022-03-30T22:00:00.000Z,
5972,1339,amaz team alway ,for being an amazing team always! ,7.0,Mo 🤖#0356,2022-04-13T22:00:00.000Z,
5973,1340,amaz fronend dev ,For being amazing fronend DEVs ,0.43,Ramin#4479,2022-04-14T22:00:00.000Z,
5974,1341,awesom sync call morn ,for the awesome sync call this morning! ,6.0,WhyldWanderer#7002,2022-03-17T23:00:00.000Z,
5975,1342,help understand thing middl finger great   ,for helping me understand things on the Middle finger and a great 1 on 1 ,4.5,Amin#2164,2022-04-06T22:00:00.000Z,
5976,1343,awesom merg parti ,for an awesome merging party ,7.0,Ramin#4479,2022-03-16T23:00:00.000Z,
5977,1344,dao like  ,for DAOing like it's 2032 ,7.0,divine_comedian#5493,2022-04-13T22:00:00.000Z,
5980,1347,take vacat alway respons ,for taking vacations! and always being responsive ,4.5,WhyldWanderer#7002,2022-03-16T23:00:00.000Z,
5982,1349, mo 🤖 tossyne amaz team ,@Mo 🤖@Tossynee be an amazing team ,6.0,markop#2007,2022-04-06T22:00:00.000Z,
5983,1350,awesom sync call morn ,for the awesome sync call this morning ,4.6,karmaticacid#1218,2022-03-17T23:00:00.000Z,
5985,1352,amaz meet recent rock toraif ,for the amazing meeting that we had recently! You rock! from toraif ,6.0,Amin#2164,2022-03-22T23:00:00.000Z,
5986,1353,qa test ,for doing QA testing! ,7.0,divine_comedian#5493,2022-03-30T22:00:00.000Z,
5988,1355,hilari meme make laugh loud ,for hilarious memes that make me laugh out loud ,7.0,MoeNick#1374,2022-03-30T22:00:00.000Z,
5991,1358,take vacat ,for taking a vacation! ,4.33,freshelle#9882,2022-04-13T22:00:00.000Z,
5992,1359,support friend 🙂 ,for being a supportive friend 🙂 ,4.33,karmaticacid#1218,2022-03-16T23:00:00.000Z,
5994,1361,take vacat huge resourc support project verif commun ,"for taking vacation!! and for being a huge resource for support, project verification, community ",4.33,WhyldWanderer#7002,2022-03-16T23:00:00.000Z,
5995,1362,jump love commun ,for jump into this lovely community. ,0.43,toraif#4775,2022-03-16T23:00:00.000Z,
5996,1363,meet week ,for meeting me this week ,4.33,Amin#2164,2022-03-30T22:00:00.000Z,
5997,1364,good friend remind probabl take break ,for being a good friends and reminding me that I should probably take a break ,4.33,Amin#2164,2022-03-29T22:00:00.000Z,
6000,1367,check week ,for our check-in this week. ,4.33,Tosin#8012,2022-04-06T22:00:00.000Z,
6002,1369,birthday great friend ,because it was his birthday and he is a great friend ,4.33,divine_comedian#5493,2022-04-06T22:00:00.000Z,
6003,1370,meet week ,for meeting me this week ,4.33,Melody - AFK#8503,2022-03-30T22:00:00.000Z,
6004,1371,happi birthday ,Happy Birthday! ,1.43,divine_comedian#5493,2022-04-06T22:00:00.000Z,
6005,1372,handoff doc made cover prioriti vacat ,for the handoff doc she made me to cover her priorities while she is out on vacation ,2.83,WhyldWanderer#7002,2022-03-23T23:00:00.000Z,
6008,1375,well griff ,"well, Griff! ",0.33,"Griff (💜,💜)#8888",2022-04-06T22:00:00.000Z,
6009,1376, willyfox amin moenick help get merkledistro contract set cowdao ,"@willyfox, @Amin, @MoeNick, and for all of your help getting the MerkleDistro contracts set up for the COWDAO. ",0.33,paxthemax#4454,2022-03-24T23:00:00.000Z,
6010,1377,includ listen opinion ,"For Including me, and listening to my opinion! ",8.0,divine_comedian#5493,2022-03-16T23:00:00.000Z,
6011,1378,keep littl eye thing get verifi project list popcorn even vacat ,"for keeping a little eye on things and getting verified projects list to popcorn, even while on vacation ",3.5,WhyldWanderer#7002,2022-04-06T22:00:00.000Z,
6012,1379,houndr thousand time sic glad journey brother ,a houndred thousand times (sic!). I am so glad you are here for the journey brother. ,8.0,markop#2007,2022-04-06T22:00:00.000Z,
6013,1380,look variou aspect tokemak reactor ,for looking into various aspects of tokemak reactor ,21.0,divine_comedian#5493,2022-04-06T22:00:00.000Z,
6016,1383,great job welcom us commun ,for the great job welcoming us to the community! ,13.0,geleeroyale#3228,2022-04-06T22:00:00.000Z,
6017,1384,birthday 🥳 ,for his birthday 🥳 ,3.0,divine_comedian#5493,2022-04-06T22:00:00.000Z,
6019,1386,anyon els dev team push regenfarm ,and anyone else on dev team who pushed through RegenFarms ,13.0,Cherik#4711,2022-04-07T22:00:00.000Z,
6020,1387,help integr new contributor ,for helping integrate new contributors ,14.7,geleeroyale#3228,2022-03-16T23:00:00.000Z,
6023,1390,take responsibilii everywher manag givpow giveconomi whole ,for taking responsibiliies everywhere and managing the GIVpower and GIVeconomy as a whole ,5.2,karmaticacid#1218,2022-04-13T22:00:00.000Z,
6024,1391,check yesterday grate take time preciou vacat time ,for checking-in with me yesterday - grateful to you for taking time out of your precious vacation time. ,3.5,WhyldWanderer#7002,2022-04-11T22:00:00.000Z,
6025,1392,creat unsplash account ,for creating unsplash account. ,13.0,geleeroyale#3228,2022-04-06T22:00:00.000Z,
6027,1394,call plan excit initi donor project onboard come soon ,for our call and planning some exciting initiatives for donor and project onboarding (coming soon) ,8.0,Cotabe#4096,2022-04-13T22:00:00.000Z,
6028,1395,bring team togeth patienc explain transact traceabl ,bringing team together and patience explaining transaction traceability ,13.0,divine_comedian#5493,2022-03-30T22:00:00.000Z,
6030,1397,take time ,for taking time off!!! ,3.0,WhyldWanderer#7002,2022-03-23T23:00:00.000Z,
6032,1399,awesom team keep app aliv ,for being an awesome team keep the apps alive! ,0.53,Ramin#4479,2022-04-13T22:00:00.000Z,
6033,1400,analyz retroact givback data ,for analyzing the retroactive givbacks data ,34.0,Nikola Creatrix#5026,2022-03-30T22:00:00.000Z,
6034,1401,organ retroact givback cat herd helper ,for organizing retroactive GIVbacks and cat herding helper ,13.0,divine_comedian#5493,2022-03-30T22:00:00.000Z,
6038,1405,handl givback poap creation ,for handling GIVbacks POAP creation ,21.0,bends#3537,2022-04-06T22:00:00.000Z,
6039,1406,amaz team alway ,for being an amazing team always! ,3.5,markop#2007,2022-04-13T22:00:00.000Z,
6041,1408,buddi 🙂 ,for being my buddy 🙂 ,8.0,geleeroyale#3228,2022-03-31T22:00:00.000Z,
6043,1410,improv hr process coordin remind buddi review ,for improving HR process and coordinating reminders for Buddy reviews! ,21.0,divine_comedian#5493,2022-04-06T22:00:00.000Z,
6044,1411, welcom giveth ,for having 1 on 1s with me and being so welcoming to giveth ,21.0,chuygarcia.eth,2022-03-16T23:00:00.000Z,
6045,1412,jump help comm ,for jumping into helping on comms ,13.0,Cotabe#4096,2022-03-23T23:00:00.000Z,
6047,1414,execut pass vote nrgiv behalf thank guid dao properli 🙏🏽 ,for executing the passed votes in nrGIV on my behalf. Thank you for guiding me how to *DAO* properly 🙏🏽 ,13.0,divine_comedian#5493,2022-03-15T23:00:00.000Z,
6049,1,alway find giv giveth super cool ,for always finding how I can GIV more to GIVETH. That's super cool ,52.37,karmaticacid#1218,2022-04-28T22:00:00.000Z,
6051,3,great buddi call week alway ,for great buddy call this week and always be there for me ,51.0,karmaticacid#1218,2022-04-20T22:00:00.000Z,
6060,12,improv discord monitor alert ,For improving discord monitoring alerts ,55.0,geleeroyale#3228,2022-05-04T22:00:00.000Z,
6063,15,coordin upgrad relay ad access inform user verifi script content ,for coordinating to upgrade the relayer adding in more accessible information for users to verify our script contents ,59.33,paxthemax#4454,2022-04-20T22:00:00.000Z,
6064,16,stay super late day make water token lp ,for staying up super late the other day to make the $WATER token LPs ,63.67,karmaticacid#1218,2022-05-04T22:00:00.000Z,
6066,18,emerg respons everyth givfarm giveth io everyth hero ,"for emergency response when EVERYTHING (GIVfarm, giveth.io... everything) was down. HEROES! ",77.67,mateodaza#3156,2022-05-01T22:00:00.000Z,
6067,19,fix emerg quick respond fast ,for fixing emergencies quick! and responding fast! ,7.77,mateodaza#3156,2022-05-04T22:00:00.000Z,
6068,20,respons 🔥 ,for their response on this 🔥 ,7.33,mateodaza#3156,2022-05-02T22:00:00.000Z,
6071,23,dev ,devs ,4.1,Carlos096#8712,2022-04-27T22:00:00.000Z,
6072,24,hr ,HR ,3.57,divine_comedian#5493,2022-04-27T22:00:00.000Z,
6073,25,confer outreach talk ,for conference and outreach talks ,37.0,karmaticacid#1218,2022-05-04T22:00:00.000Z,
6076,28,givpow ,GIVpower ,4.4,"sem(🌸,🐝)#0161",2022-04-27T22:00:00.000Z,
6077,29,promot role propos push hr upgrad process ,for promoting Role Proposals and pushing the HR upgrade process!! ,5.73,divine_comedian#5493,2022-05-04T22:00:00.000Z,
6080,32,great meetup jealou 😆 ,"for great meetup, I am jealous! 😆 ",31.67,mohammad_ranjbar_z#2709,2022-04-26T22:00:00.000Z,
6081,33,amaz champion hr upgrad ,for being an amazing champion of the HR upgrade ,3.33,divine_comedian#5493,2022-05-04T22:00:00.000Z,
6082,34,retreat jealou ,"for doing a retreat, SO JEALOUS ",7.4,mohammad_ranjbar_z#2709,2022-04-27T22:00:00.000Z,
6086,38,kick role propos process ,for kicking off the role proposal process ,6.63,divine_comedian#5493,2022-05-04T22:00:00.000Z,
6090,42, person tri recruit dev introduc heather ton peopl ,- he was in person and was trying to recruit devs and introducing Heather to a ton of people ,33.0,paxthemax#4454,2022-05-05T22:00:00.000Z,
6091,43,devvinbg coordinbaitinbg pushinbg variou part cult eth regenbfarm ,"for devvinbg, coordinbaitinbg & pushinbg various parts of CULT/ETH regenbfarm ",34.0,"Griff (💜,💜)#8888",2022-05-11T22:00:00.000Z,
6094,46,run ci cd concept use apig impactgraph ,for running me through the ci-cd concepts we use with apiGive and impactgraph!!!! ,9.97,mohammad_ranjbar_z#2709,2022-05-09T22:00:00.000Z,
6096,48,awesom effici product commun givpow smart contract ,"for being awesome, efficient, productive and communicative on GIVpower smart contracts ",48.27,"sem(🌸,🐝)#0161",2022-04-27T22:00:00.000Z,
6097,49,assist giveth smart contract includ relay contract givpow ,"for his assistance with giveth smart contracts, including the relayer contract and GIVpower ",23.97,"sem(🌸,🐝)#0161",2022-04-27T22:00:00.000Z,
6098,50,put togeth giveth strategi miro board ,for putting together Giveth strategy miro board ,6.33,Melody - AFK#8503,2022-04-20T22:00:00.000Z,
6104,56,great strategi session ,for the great strategy session ,6.07,Melody - AFK#8503,2022-04-20T22:00:00.000Z,
6107,59,get final touch finish givback relay contract ,for getting the final touches finished on the GIVbacks relayer contract ,18.63,mohammad_ranjbar_z#2709,2022-05-04T22:00:00.000Z,
6112,64,handl project verif custom support ,for handling project verification and customer support! ,38.33,Nikola Creatrix#5026,2022-04-20T22:00:00.000Z,
6116,68,apigiv ,for APIgiv ,8.43,mohammad_ranjbar_z#2709,2022-05-11T22:00:00.000Z,
6117,69,help giv power ,For helping on giv power ,8.43,Mo 🤖#0356,2022-04-20T22:00:00.000Z,
6118,70,support giv powah smart contract ,for his support on GIV POWAH smart contracts ,25.63,"sem(🌸,🐝)#0161",2022-04-27T22:00:00.000Z,
6120,72,prepar cult eth regen farm frontend ,for preparing CULT/ETH regen farm frontend ,4.8,mateodaza#3156,2022-05-11T22:00:00.000Z,
6121,73,prepar backend cult eth regen farm ,for preparing backend of CULT/ETH regen farm ,43.67,mohammad_ranjbar_z#2709,2022-05-11T22:00:00.000Z,
6128,80,push hard deliv cult eth regen farm ,For pushing hard for delivering CULT/ETH regen farm ,10.67,mateodaza#3156,2022-05-11T22:00:00.000Z,
6129,81,implement cult eth regen farm front end ,for implementing cult/eth regen farm Front-end. ,48.0,mateodaza#3156,2022-05-11T22:00:00.000Z,
6130,82,amaz mentor use apig believ learn basic use quick rock ,for being an amazing mentor on how to use APIgive... I can't believe I learned the basics of how to use it so quick. You rock!!! ,11.1,mohammad_ranjbar_z#2709,2022-05-11T22:00:00.000Z,
6131,83,respons 🔥 ,for their response on this 🔥 ,2.83,mohammad_ranjbar_z#2709,2022-05-02T22:00:00.000Z,
6133,85,take poignart project full super organ take next step ,"for taking the PoignART project FULL-ON, being super organized & taking it through the next steps ",52.33,santigs#9769,2022-04-18T22:00:00.000Z,
6137,89,tackl givback script modif week week zeal expertiss ,"for tackling all these givback script modifications, week after week, with such zeal and expertisse ",15.43,mohammad_ranjbar_z#2709,2022-04-17T22:00:00.000Z,
6143,95,insan demo apigiv ,for insane demo on the APIgiv!!! ,5.23,mohammad_ranjbar_z#2709,2022-05-01T22:00:00.000Z,
6144,96,quickli fix givback calcul script even weekend produc review data round  ,for quickly fixing the givbacks calculation scripts - even on his weekend - so we can produce the review data for round 8 ,59.33,mohammad_ranjbar_z#2709,2022-04-16T22:00:00.000Z,
6146,98,alway comun realli good spanish 🙂 ,for always comunicate really good and in spanish 🙂 ,21.33,karmaticacid#1218,2022-04-20T22:00:00.000Z,
6150,102,get givback prompti possibl wherev possibl ,for getting GIVbacks out as prompty as possible wherever possible ,0.6,divine_comedian#5493,2022-05-04T22:00:00.000Z,
6151,103,awesom dev team carlosq great effort guy put ,our awesome dev team @CarlosQ. For all the great efforts you guys put. ,20.33,Alireza7612#3020,2022-05-11T22:00:00.000Z,
6152,104,make givfarm even clear respons ,for making GIVfarming even more clear and responsive! ,25.67,Ramin#4479,2022-04-18T22:00:00.000Z,
6153,105,push forward parametr regen pool ,for pushing forward the parametrization of the regen pool ,21.03,"Griff (💜,💜)#8888",2022-05-04T22:00:00.000Z,
6154,106,paramater regen pool ,for paramaterizing the regen pool ,8.87,"Griff (💜,💜)#8888",2022-05-04T22:00:00.000Z,
6155,107,make dapp better everi day ,For making Dapps better every day ,30.0,Ramin#4479,2022-05-04T22:00:00.000Z,
6156,108,dev team ,the dev team !!! ,2.87,Ramin#4479,2022-05-11T22:00:00.000Z,
6157,109,coordinbatinbg rari pool tinbgz readinbg mmi forym post ,for coordinbatinbg rari pool tinbgz & readinbg mmy forym post ,21.33,"Griff (💜,💜)#8888",2022-05-11T22:00:00.000Z,
6158,110,review givback donat data fraud ,for reviewing givbacks donation data for fraud ,23.67,freshelle#9882,2022-05-04T22:00:00.000Z,
6161,113,amaz releas consist improv ,For their amazing release and consistent improvments ,20.47,Ramin#4479,2022-04-20T22:00:00.000Z,
6163,115,fix donat issu ,for fix donation issues. ,7.17,Ramin#4479,2022-05-11T22:00:00.000Z,
6164,116,valuabl advic involv parameter regen pool ,for his valuable advice and involvement with parameterizing the Regen pool! ,3.0,willyfox#1178,2022-05-06T22:00:00.000Z,
6165,117,awesom dev team carlosq great effort guy put ,our awesome dev team @CarlosQ. For all the great efforts you guys put. ,26.33,Ramin#4479,2022-05-11T22:00:00.000Z,
6166,118,th embodi vision mission revolutionari direct giveth inspir extraordinari pioneer mindset ,"for th embodiment of the vision, mission and revolutionary direction of Giveth and inspiring with extraordinary pioneering mindset! ",26.33,"Griff (💜,💜)#8888",2022-04-20T22:00:00.000Z,
6167,119,top role propos ,for being on top of role proposals! ,22.0,freshelle#9882,2022-05-11T22:00:00.000Z,
6168,120,handl changeapi next step mvp ,for handling the CHANGEAPI next steps after the mvp! ,21.0,"Griff (💜,💜)#8888",2022-04-27T22:00:00.000Z,
6171,123,frontend effort ,for all frontend efforts. ,20.47,Ramin#4479,2022-05-11T22:00:00.000Z,
6175,127,retreat jealou ,"for doing a retreat, SO JEALOUS ",21.0,Alireza7612#3020,2022-04-27T22:00:00.000Z,
6177,129,jump rari angel vault pool creation issu ,for jumping in Rari and Angel Vault pool creation issues ,23.67,Yass#3392,2022-05-11T22:00:00.000Z,
6179,131,project verif ,for project verifications! ,22.67,Melody - AFK#8503,2022-04-27T22:00:00.000Z,
6181,133,paramater regen pool ,for paramaterizing the regen pool ,22.67,willyfox#1178,2022-05-04T22:00:00.000Z,
6184,136,th embodi vision mission revolutionari direct giveth inspir extraordinari pioneer mindset ,"for th embodiment of the vision, mission and revolutionary direction of Giveth and inspiring with extraordinary pioneering mindset! ",27.0,karmaticacid#1218,2022-04-20T22:00:00.000Z,
6186,138,awesom dev team carlosq great effort guy put ,our awesome dev team @CarlosQ. For all the great efforts you guys put. ,3.77,mohammad_ranjbar_z#2709,2022-05-11T22:00:00.000Z,
6190,142,dev team ,the dev team !!! ,3.5,mohammad_ranjbar_z#2709,2022-05-11T22:00:00.000Z,
6191,143,awesom dev team ,for being an awesome dev team! ,2.0,mohammad_ranjbar_z#2709,2022-04-27T22:00:00.000Z,
6192,144,great meetup jealou 😆 ,"for great meetup, I am jealous! 😆 ",3.93,MoeNick#1374,2022-04-26T22:00:00.000Z,
6193,145,help parameter regen pool get thing launch asap ,for helping parameterize the regen pool so we can get this thing launched asap! ,3.67,willyfox#1178,2022-05-05T22:00:00.000Z,
6195,147,retreat jealou ,"for doing a retreat, SO JEALOUS ",3.93,MoeNick#1374,2022-04-27T22:00:00.000Z,
6196,148,review execut payment ,for reviewing and executing payments! ,22.67,"Griff (💜,💜)#8888",2022-05-04T22:00:00.000Z,
6197,149,push cult dao regen farm forward ,for pushing the cult DAO regen farm forward ,31.33,karmaticacid#1218,2022-05-04T22:00:00.000Z,
6198,150,fast fix issu ,for being fast at fixing issues ! ,4.63,mohammad_ranjbar_z#2709,2022-05-01T22:00:00.000Z,
6200,152,gitcoin roundup support ,and for Gitcoin roundup support ,27.0,Todd Y.,2022-05-04T22:00:00.000Z,
6205,157,awesom pm take time ,for being and awesome pM and taking time off! ,8.83,MoeNick#1374,2022-05-04T22:00:00.000Z,
6207,159,find fix gnosi reward bug weekend ,for finding and fixing the Gnosis Reward bug this weekend ,28.0,Amin#2164,2022-04-29T22:00:00.000Z,
6209,161,project verif ,for project verifications! ,4.93,Melody - AFK#8503,2022-05-11T22:00:00.000Z,
6216,168,releas hotfix product ,"For release a hotfix on production, ",28.0,Carlos096#8712,2022-04-26T22:00:00.000Z,
6217,169,dao hero effort coordin everyth givback ,For being DAO hero and his effort on coordinating everything for givbacks ,3.37,divine_comedian#5493,2022-04-27T22:00:00.000Z,
6218,170,great pm ,for being great PM ,4.93,MoeNick#1374,2022-04-20T22:00:00.000Z,
6219,171,respons fast investig bug time ,For being responsible and fast for investigating bugs in any time ,25.33,Carlos096#8712,2022-04-27T22:00:00.000Z,
6220,172,respons fast investig bug time ,For being responsible and fast for investigating bugs in any time ,28.0,mateodaza#3156,2022-04-27T22:00:00.000Z,
6223,175,amaz product manag push forward featur lull activ ,for being an amazing product manager and pushing forward features during the lull of activity ,8.83,MoeNick#1374,2022-05-04T22:00:00.000Z,
6225,177,contribut hr upgrad includ offer letter role propos templat ,for their contributions to the HR upgrade - including the offer letter and role proposal templates ,28.0,ahmad#7204,2022-04-27T22:00:00.000Z,
6226,178,wrap retroact givback review ,for wrapping up the retroactive givbacks review ,3.1,divine_comedian#5493,2022-04-27T22:00:00.000Z,
6227,179,handl project verif custom support ,for handling project verification and customer support! ,23.67,Melody - AFK#8503,2022-04-20T22:00:00.000Z,
6228,180,get final touch finish givback relay contract ,for getting the final touches finished on the GIVbacks relayer contract ,39.33,"sem(🌸,🐝)#0161",2022-05-04T22:00:00.000Z,
6229,181,last minut givfarm emerg fix ,for last minute GIVfarm emergency fixes ,5.63,mohammad_ranjbar_z#2709,2022-05-04T22:00:00.000Z,
6230,182,take respons releas product ,For taking responsibility releasing on production ,32.33,mateodaza#3156,2022-04-27T22:00:00.000Z,
6231,183,quick respons new updat issu ,for being quick and responsive to new and updated issues ,28.0,Carlos096#8712,2022-04-20T22:00:00.000Z,
6232,184,review givback donat data fraud ,for reviewing givbacks donation data for fraud ,11.5,ClaraZi#5313,2022-05-04T22:00:00.000Z,
6234,186,backend effort ,for all backend efforts they did. ,25.33,Carlos096#8712,2022-05-11T22:00:00.000Z,
6235,187,great pm ,for being a great PM ,4.93,MoeNick#1374,2022-05-11T22:00:00.000Z,
6236,188,improv ipf server ,For their improvement on ipfs server ,25.33,geleeroyale#3228,2022-05-11T22:00:00.000Z,
6238,190,finish final review givback elig donat giveth trace ,for finishing their final review of givback eligible donations from giveth trace ,7.0,divine_comedian#5493,2022-04-20T22:00:00.000Z,
6241,193,gettinbg givnback ,for gettinbg out GIVnbacks ,3.1,divine_comedian#5493,2022-05-11T22:00:00.000Z,
6242,194,frontend effort ,for all frontend efforts. ,28.0,mateodaza#3156,2022-05-11T22:00:00.000Z,
6243,195,awesom dev team carlosq great effort guy put ,our awesome dev team @CarlosQ. For all the great efforts you guys put. ,28.0,Carlos096#8712,2022-05-11T22:00:00.000Z,
6244,196,support dev giv economi featur like cult eth ,For support other DEVs for giv economy features( like CULT/ETH) ,15.83,Amin#2164,2022-05-11T22:00:00.000Z,
6245,197,devvinbg coordinbaitinbg pushinbg variou part cult eth regenbfarm ,"for devvinbg, coordinbaitinbg & pushinbg various parts of CULT/ETH regenbfarm ",19.73,Amin#2164,2022-05-11T22:00:00.000Z,
6247,199,great follow great pm ,for his great follow up and being great PM. ,8.83,MoeNick#1374,2022-05-11T22:00:00.000Z,
6250,202,awesom product meetinbg givpow smart conbtract ,for the awesome productive meetinbg GIvpower smart conbtracts ,28.0,"sem(🌸,🐝)#0161",2022-05-11T22:00:00.000Z,
6252,204,coordin upgrad relay ad access inform user verifi script content ,for coordinating to upgrade the relayer adding in more accessible information for users to verify our script contents ,41.0,"sem(🌸,🐝)#0161",2022-04-20T22:00:00.000Z,
6253,205,great job ux interview ,for the great job at UX interviews ,27.0,Tosin#8012,2022-04-20T22:00:00.000Z,
6256,208,stay super late day make water token lp ,for staying up super late the other day to make the $WATER token LPs ,25.63,gabi,2022-05-04T22:00:00.000Z,
6259,211,great pm ,for being a great PM! ,10.5,MoeNick#1374,2022-04-20T22:00:00.000Z,
6260,212,paramater regen pool ,for paramaterizing the regen pool ,29.67,Todd Y.,2022-05-04T22:00:00.000Z,
6261,213,coordin team great pm ,for coordinating the team! Great PM!!! ,6.6,MoeNick#1374,2022-04-27T22:00:00.000Z,
6262,214,project verif ,for project verifications! ,2.7,Nikola Creatrix#5026,2022-04-27T22:00:00.000Z,
6263,215,great   meet good job rari angelvault ,"for the great 1:1 meeting we had, good job on RARI and AngelVault. ",6.6,Yass#3392,2022-05-11T22:00:00.000Z,
6264,216, kirch put univ battl bed ,@kirch for putting the univ3 battle to bed ,27.0,karmaticacid#1218,2022-04-26T22:00:00.000Z,
6265,217,handl daili dev meet vacat ,for handling daily dev meetings when is on vacation ,13.17,mateodaza#3156,2022-05-04T22:00:00.000Z,
6268,220,wrap retroact givback review ,for wrapping up the retroactive givbacks review ,6.87,ClaraZi#5313,2022-04-27T22:00:00.000Z,
6269,221,spearhead retroact givback group get done ,for spearheading the Retroactive GIVbacks group in getting this done ,11.33,divine_comedian#5493,2022-04-18T22:00:00.000Z,
