,index,CLEANED REASON,REASON,AVG SCORE,TO USER ACCOUNT,DATE,category
3184,501,keep givback round run smoothli execut review commun ,"for keeping GIVbacks rounds running smoothly with execution, review and communication ",12.47,WhyldWanderer#7002,2022-01-26T23:00:00.000Z,
3188,505,pming giveconomi ,for PMing the GIVeconomy ,15.0,karmaticacid#1218,2022-01-19T23:00:00.000Z,
3190,507,firepurpl  comm coordin ,and for <a:FirePurple:840168829605773323> comms and coordination ,6.17,karmaticacid#1218,2022-01-19T23:00:00.000Z,
3193,510,write job post recruit best talent ,for writing job posts and recruiting the best talent. ,14.33,hanners717#2022,2022-02-02T23:00:00.000Z,
3195,512,excit gravviti meet morn ,for exciting gravvity meeting this morning ,9.0,bends#3537,2022-02-02T23:00:00.000Z,
3197,514,hold call relat wallet user relat manag giveth io ,and for holding a call related to wallet-user relation management on giveth.io ,8.03,MoeNick#1374,2022-02-09T23:00:00.000Z,
3201,518,buddi review call yeah ,for the buddy review call!! YEAH ,9.0,mateodaza#3156,2022-01-19T23:00:00.000Z,
3202,519,finish r verif applic ,for finishing up R4 verification applications! ,9.0,Annn3,2022-02-02T23:00:00.000Z,
3209,526,crushin verifi project alreadi verifi project round  round  hasnt even start yet ,for crushin it at verifying projects! We are already verifying projects for round 4 and round 3 hasnt even started yet! ,7.77,Annn3,2022-01-19T23:00:00.000Z,
3210,527,amaz team support time ,for amazing team and support all the time! ,7.67,catarina,2022-01-19T23:00:00.000Z,
3211,528,jump right comm take issu rockin ,"for jumping right in to comms, taking on issues, and rockin it! ",7.6,Annn3,2022-01-19T23:00:00.000Z,
3213,530,keep griff check make sure get kind mani thing done ,for keeping Griff in check and making sure he gets all kinds of many things done!! ,11.67,missgene#7773,2022-01-26T23:00:00.000Z,
3214,531,start comm contributor onboard guid awesom ,for starting on the comms contributor onboarding guide - it's AWESOME ,14.33,Annn3,2022-01-26T23:00:00.000Z,
3215,532,come giveth comm look email system take newslett ,"for coming into Giveth comms, looking at our email systems and taking on the newsletter! ",10.0,ahmad#7204,2022-01-19T23:00:00.000Z,
3217,534,bring fresh energi comm team ,for bringing fresh energy to the Comms team ,11.67,Todd Y.,2022-01-26T23:00:00.000Z,
3219,536,newcom jump trial month see around give love ,"all the newcomers! who are jumping into their trial months, if you see them around give them some love ",9.67,ClaraZi#5313,2022-02-02T23:00:00.000Z,
3220,537,help support commun build ,for all of his help and support with community building ,12.33,ezetec,2022-01-26T23:00:00.000Z,
3222,539,document ,for his all documentation ,6.03,divine_comedian#5493,2022-01-19T23:00:00.000Z,
3223,540,amaz buidler ,our amazing buidlers ,10.67,MoeNick#1374,2022-01-19T23:00:00.000Z,
3224,541,well collabor migrat new repo ,for well collaboration on migrating to new repo ,15.0,mateodaza#3156,2022-01-19T23:00:00.000Z,
3226,543,volunt make video promo meet maker ,for volunteering to make a video promo for Meet the Makers ,12.33,ahmad#7204,2022-02-09T23:00:00.000Z,
3229,546,conduct review buddi ,for conducting reviews with his buddies! ,8.7,mateodaza#3156,2022-01-19T23:00:00.000Z,
3230,547,absolut everywher ,for being **ABSOLUTELY EVERYWHERE** ,13.0,karmaticacid#1218,2022-01-19T23:00:00.000Z,
3231,548,whole dev team rockin end ,whole dev team for rockin' all the ends ,11.33,divine_comedian#5493,2022-02-02T23:00:00.000Z,
3232,549,use trace report bug ,"For using trace, and reporting bugs ",13.0,freshelle#9882,2022-01-19T23:00:00.000Z,
3237,554,great pm friend ,for being a great PM and friend! ,11.33,MoeNick#1374,2022-02-09T23:00:00.000Z,
3238,555,laser focu great sport ,for his laser focus and being a great sport ,11.33,MoeNick#1374,2022-01-19T23:00:00.000Z,
3239,556,awesom project verif parti morn ,for an awesome project verification party this morning ,13.0,ReForest,2022-01-18T23:00:00.000Z,
3240,557,organ manag administr issu 🙂 ,for organizing and managing all administrative issues 🙂 ,13.0,freshelle#9882,2022-02-02T23:00:00.000Z,
3241,558,awesom dev team ,for being an awesome dev team ,11.33,mohammad_ranjbar_z#2709,2022-02-02T23:00:00.000Z,
3242,559,guidanc updat toru document bend ,for guidance on updating Torus documentation from bends ,11.33,karmaticacid#1218,2022-01-18T23:00:00.000Z,
3243,560,amaz integr job ,for amazing integration job ,9.37,Cherik#4711,2022-01-19T23:00:00.000Z,
3244,561, whyldwander 💜 💜 filiberto support endang token project ignacio ,"@WhyldWanderer(💜,💜) @Filiberto for being supportive about our Endangered Tokens project! from Ignacio ",15.67,willyfox#1178,2022-02-06T23:00:00.000Z,
3245,562,org magic ,for their org magic ,15.67,freshelle#9882,2022-01-19T23:00:00.000Z,
3246,563,whole dev team rockin end ,whole dev team for rockin' all the ends ,13.0,mohammad_ranjbar_z#2709,2022-02-02T23:00:00.000Z,
3248,565,idea around commun moder ,for ideas around community moderation ,5.03,Giantkin#8403,2022-01-26T23:00:00.000Z,
3249,566, whyldwander 💜 💜 part ent earli day help commun call ignacio ,"@WhyldWanderer(💜,💜) for being part of ENTS from early days and for helping me with this community call. - from ignacio ",13.0,WhyldWanderer#7002,2022-01-26T23:00:00.000Z,
3250,567,hold og comm team support growth expans onboard new contributor ,"for holding down the OG comms team and supporting our growth and expansion, onboarding new contributors ",11.33,karmaticacid#1218,2022-01-26T23:00:00.000Z,
3252,569,stay top fake mod ,for staying on top of fake mods ,10.33,Giantkin#8403,2022-01-28T23:00:00.000Z,
3253,570,help document melodi ,for helping me with the document. From melody ,13.0,freshelle#9882,2022-01-20T23:00:00.000Z,
3254,571,pm frontend jd meet ,and for PM and Frontend JD meeting ,10.33,ahmad#7204,2022-02-09T23:00:00.000Z,
3256,573, whyldwander 💜 💜 patient explain giv economi reuptak ,", @WhyldWanderer(💜,💜) , for being so patient and explaining GIV Economy to me! from reuptake ",6.0,karmaticacid#1218,2022-01-25T23:00:00.000Z,
3258,575,help moder ban great idea improv discord safeti ,"for helping with moderation, bans & great ideas for improving our discord safety ",29.67,Giantkin#8403,2022-01-16T23:00:00.000Z,
3259,576,meeet maker plan ,for meeet the makers planning ,12.73,ReForest,2022-02-02T23:00:00.000Z,
3261,578,model technic interview shadow 🙂 ,for modeling a technical interview for me to shadow 🙂 ,16.67,ahmad#7204,2022-01-19T23:00:00.000Z,
3262,579,review code give tip test ,for reviewing my code and giving me tips to testing ! ,14.0,mohammad_ranjbar_z#2709,2022-02-02T23:00:00.000Z,
3265,582,push get giv zapper willi magic thiiii 🧙 ,for pushing to get GIV on Zapper - Willy! you do all these magical thiiiiings 🧙 ,25.33,chadfi#3247,2022-01-25T23:00:00.000Z,
3267,584,graviti support bridg tec giveth ,for Gravity support and bridging between TEC and Giveth ,25.33,Juankbell#7458,2022-02-09T23:00:00.000Z,
3268,585,givcur spec also great coordin sprint plan ,"for her GIVCuration spec, also great coordination with me for sprint planning. ",12.33,karmaticacid#1218,2022-02-02T23:00:00.000Z,
3269,586,support dev bring togeth team keep issu organ sprint great team player ,"for supporting devs, bringing together team, keeping issues organized for sprints and just being a great team player ",25.33,MoeNick#1374,2022-01-19T23:00:00.000Z,
3273,590,hold og comm team support growth expans onboard new contributor ,"for holding down the OG comms team and supporting our growth and expansion, onboarding new contributors ",25.33,ReForest,2022-01-26T23:00:00.000Z,
3274,591,support help get support finish project ,for supporting me and helping me get support to finish some projects ,25.33,markop#2007,2022-02-09T23:00:00.000Z,
3275,592,best commun support readi help even tough hour ,for being the best community support and ready to help even on tough hours ,29.67,WhyldWanderer#7002,2022-01-26T23:00:00.000Z,
3276,593,great team avail help time ,and for being a great team and being available to help all the time! ,25.33,markop#2007,2022-02-09T23:00:00.000Z,
3277,594,organ givmatch spec ,for organizing the GIVmatching specs ,14.0,karmaticacid#1218,2022-01-26T23:00:00.000Z,
3278,595,tackl comm issu start new initi like newslett ,for tackling comms issues & starting new initiatives like the newsletter ,25.33,WhyldWanderer#7002,2022-02-02T23:00:00.000Z,
3279,596,get rgiv propos vote ,for getting their rGIV proposal votes up ,14.0,Ramin#4479,2022-02-02T23:00:00.000Z,
3280,597,coordin meet maker seri ,for coordinating Meet the Makers series ,12.73,ReForest,2022-01-26T23:00:00.000Z,
3283,600,provid test guidelin repo inform set sprint manag ,"for providing testing guidelines, repo information and setting up our sprint management (again) ",29.67,MoeNick#1374,2022-01-19T23:00:00.000Z,
3285,602,amaz board resourc chadfi ,for being an amazing on boarding resource - from chadfi ,16.67,karmaticacid#1218,2022-01-26T23:00:00.000Z,
3286,603, whyldwander 💜 💜 lauren 💜 💜 guidanc updat toru document ,"@WhyldWanderer(💜,💜) @Lauren (💜,💜 ) for guidance on updating Torus documentation ",12.33,WhyldWanderer#7002,2022-01-18T23:00:00.000Z,
3287,604,give discord permiss makeov ,for giving our discord a permission makeover ,25.33,WhyldWanderer#7002,2022-01-31T23:00:00.000Z,
3288,605,amaz job merg  version remov bug giveconomi great persion ,"for amazing job during merging these 2 version, removing bugs of GIVeconomy and being such a great persion ",10.37,Cherik#4711,2022-01-26T23:00:00.000Z,
3289,606,back scrum 🤩 ,For backing to scrum 🤩 ,23.37,MoeNick#1374,2022-01-19T23:00:00.000Z,
3294,611,get giveth match pool live ,for getting Giveth Matching Pool LIVE ,25.33,WhyldWanderer#7002,2022-02-02T23:00:00.000Z,
3295,612,coordin hive trivia ,for coordination on 1Hive Trivia ,14.0,karmaticacid#1218,2022-01-26T23:00:00.000Z,
3296,613,get givback quickli round rockstar ,for getting the GIVbacks out so quickly this round... ROCKSTARS! ,9.27,WhyldWanderer#7002,2022-01-26T23:00:00.000Z,
3297,614,push forward dapp dev giveconomi make sure thing run smooth move ahead typscript version ,"for pushing forward on dapp dev, giveconomy, making sure things run smooth and moving ahead to typscript version ",14.0,Carlos096#8712,2022-01-19T23:00:00.000Z,
3298,615,manag coupl front end project review pr ,for managing a couple of front-end projects and reviewing PRs ,12.33,Cherik#4711,2022-02-09T23:00:00.000Z,
3300,617,carri flag process sort rainbow roll eth donat ,for carrying the flag on the process for sorting out the rainbow rolls ETH donation ,25.33,divine_comedian#5493,2022-01-19T23:00:00.000Z,
3301,618,avail readi coordin need ,for being available and ready to coordinated when needed ,16.67,Amin#2164,2022-01-19T23:00:00.000Z,
3304,621,dao master ,for being a DAO master! ,7.7,divine_comedian#5493,2022-01-26T23:00:00.000Z,
3305,622, good vibe respons avail time ,"& for having good vibes, being responsive and available all the time ",12.33,Carlos096#8712,2022-01-26T23:00:00.000Z,
3306,623,respons find bug ,For being very responsive for finding bugs ,14.0,mateodaza#3156,2022-01-19T23:00:00.000Z,
3309,626,set organ meet maker event ,for setting up and organizing the meet the makers event ,12.73,ReForest,2022-01-26T23:00:00.000Z,
3310,627,advanc devop ,for advancing our devops ,14.0,brodhisattva#3152,2022-01-19T23:00:00.000Z,
3311,628,get newslett doc ,for getting the newsletter on the docs ,14.0,divine_comedian#5493,2022-02-02T23:00:00.000Z,
3314,631,move forward giveth multivers ,for moving forward with Giveth Multiverse. ,29.67,willyfox#1178,2022-02-02T23:00:00.000Z,
3316,633,get call today help friendli ,for getting on a call with me today. Very helpful and friendly. ,14.0,mohammad_ranjbar_z#2709,2022-01-27T23:00:00.000Z,
3322,639,continu improv backend ,and for continuously improving the backend ,12.33,Carlos096#8712,2022-01-19T23:00:00.000Z,
3323,640,tackl comm issu start new initi like newslett ,for tackling comms issues & starting new initiatives like the newsletter ,5.67,bends#3537,2022-02-02T23:00:00.000Z,
3324,641,rock star dev ,for being rock star devs! ,5.0,mateodaza#3156,2022-01-26T23:00:00.000Z,
3326,643,spici giveth meme oh man gurvesssss ,for spicy Giveth memes - oh man the gurvesssss ,7.33,Nic Laz,2022-01-24T23:00:00.000Z,
3328,645,pm frontend jd meet ,and for PM and Frontend JD meeting ,5.67,hanners717#2022,2022-02-09T23:00:00.000Z,
3329,646,ahead game project verif ,for being ahead of the game on project verification ,5.1,Annn3,2022-01-26T23:00:00.000Z,
3330,647,jump comm help write document ,for jumping into comms and helping write documentation ,5.1,bends#3537,2022-01-19T23:00:00.000Z,
3331,648,bring fresh energi comm team ,for bringing fresh energy to the Comms team ,7.33,Annn3,2022-01-26T23:00:00.000Z,
3332,649,bring fresh energi comm team ,for bringing fresh energy to the Comms team ,5.0,bends#3537,2022-01-26T23:00:00.000Z,
3334,651,org magic ,for their org magic ,7.33,Danibelle the Uno and Only#6791,2022-01-19T23:00:00.000Z,
3336,653,push finish pm jd 🙂 ,for push me finish up PM JD 🙂 ,7.33,hanners717#2022,2022-02-02T23:00:00.000Z,
3338,655,help investig univ pool group ,for helping investigate univ3 pools of other groups! ,6.33,missgene#7773,2022-02-08T23:00:00.000Z,
3339,656,respons even feel sick ,"for being responsive, even we he feels sick ",6.33,Mo 🤖#0356,2022-02-02T23:00:00.000Z,
3340,657,great onboard help succeed first  week ,for great onboarding and helping me succeed in my first 2 weeks! ,9.0,hanners717#2022,2022-01-26T23:00:00.000Z,
3341,658,rock star dev ,for being rock star devs! ,7.0,pKrepe,2022-01-26T23:00:00.000Z,
3343,660,awesom project verif parti morn ,for an awesome project verification party this morning ,6.33,Annn3,2022-01-18T23:00:00.000Z,
3344,661,trim scum ,for trimming the scum ,5.67,Giantkin#8403,2022-02-02T23:00:00.000Z,
3346,663,get givback rd  thing process much swifter ,for getting GIVbacks rd 2 things through the process much swifter! ,6.33,tjayrush#9164,2022-01-26T23:00:00.000Z,
3349,666,fast onboard long time ,for fast onboarding after long time being off ,7.0,Ramin#4479,2022-02-09T23:00:00.000Z,
3350,667,take time friend natur metamorphosi gather ,for taking time off with friends in nature for metamorphosis gathering ,6.33,WhyldWanderer#7002,2022-02-09T23:00:00.000Z,
3353,670,org magic ,for their org magic ,9.67,ReForest,2022-01-19T23:00:00.000Z,
3358,675,bring fresh energi comm team ,for bringing fresh energy to the Comms team ,7.0,ahmad#7204,2022-01-26T23:00:00.000Z,
3359,676,rock star dev ,for being rock star devs! ,7.0,Ramin#4479,2022-01-26T23:00:00.000Z,
3360,677,cover support dapp ,for covering me and support dapp while I was off. ,6.33,mateodaza#3156,2022-02-09T23:00:00.000Z,
3362,679,great effort dev side ,for their great efforts on dev side. ,9.67,paxthemax#4454,2022-02-02T23:00:00.000Z,
3363,680,dev contribut ,for their dev contributions! ,5.77,paxthemax#4454,2022-02-02T23:00:00.000Z,
3364,681,spend lot time dev coordin issu ,for spending lots of time with devs to coordinate on issues ,7.0,Mo 🤖#0356,2022-01-19T23:00:00.000Z,
3365,682,take time come ,for taking time off coming up! ,8.0,Amin#2164,2022-02-02T23:00:00.000Z,
3367,684,thank coordin meet ,thank you for the coordination with this meeting! ,8.0,WhyldWanderer#7002,2022-02-02T23:00:00.000Z,
3371,688,great job v superstar ,for great job on v2 and being a superstar ,8.0,pKrepe,2022-01-26T23:00:00.000Z,
3372,689,newcom jump trial month see around give love ,"all the newcomers! who are jumping into their trial months, if you see them around give them some love ",6.33,Melody - AFK#8503,2022-02-02T23:00:00.000Z,
3373,690,great product manag sync team member ,"For great product management, and sync team members ",18.33,karmaticacid#1218,2022-02-09T23:00:00.000Z,
3374,691,finish r verif applic ,for finishing up R4 verification applications! ,18.33,ReForest,2022-02-02T23:00:00.000Z,
3375,692,amaz buidler ,our amazing buidlers ,8.67,Amin#2164,2022-01-19T23:00:00.000Z,
3376,693,great copi ,for the great copy ,7.67,karmaticacid#1218,2022-02-09T23:00:00.000Z,
3377,694,commun manag modert ,for community management and modertation ,6.43,Giantkin#8403,2022-02-02T23:00:00.000Z,
3378,695,avail daili manag dao ,for being available in our daily and for managing DAO ,6.43,divine_comedian#5493,2022-01-26T23:00:00.000Z,
3380,697,help get start support comm team ,for helping me get started supporting the comms team ,15.67,divine_comedian#5493,2022-01-19T23:00:00.000Z,
3383,700,write featur requir spec account wallet relat ,for writing the Feature requirements spec for Account and Wallet relation. ,18.33,MoeNick#1374,2022-02-09T23:00:00.000Z,
3385,702,help get start suga ,for helping me get started. - from Suga ,10.33,divine_comedian#5493,2022-01-31T23:00:00.000Z,
3387,704,test issu everywher ,for testing issues everywhere! ,7.67,divine_comedian#5493,2022-02-09T23:00:00.000Z,
3388,705,help shapeshift giv treasuri swap ,for helping out with ShapeShift <> GIV treasury swap ,15.67,karmaticacid#1218,2022-01-19T23:00:00.000Z,
3389,706,get giveth match pool live ,for getting Giveth Matching Pool LIVE ,18.33,karmaticacid#1218,2022-02-02T23:00:00.000Z,
3390,707,bring fresh energi comm team ,for bringing fresh energy to the Comms team ,18.33,ǃ ! maintainer.eth,2022-01-26T23:00:00.000Z,
3393,710,give excel overview verif process week ,for giving me an excellent overview on the verification process this week ,15.67,ReForest,2022-01-19T23:00:00.000Z,
3394,711,alway eye commun 🌩️ mod ,for always having an eye on our community - 🌩️ mod ,9.37,Giantkin#8403,2022-01-29T23:00:00.000Z,
3395,712,help investig univ pool group ,for helping investigate univ3 pools of other groups! ,18.33,chadfi#3247,2022-02-08T23:00:00.000Z,
3397,714,speak confid awesom headphon ,for speaking with such confidence in those awesome headphones! ,8.67,WhyldWanderer#7002,2022-01-19T23:00:00.000Z,
3398,715,help tabl content ,for helping with table contents ,8.67,MoeNick#1374,2022-02-09T23:00:00.000Z,
3399,716,quickli set bright liquid ,for quickly setting up our BRIGHT Liquidity! ,18.33,karmaticacid#1218,2022-01-19T23:00:00.000Z,
3400,717,awesom dev team ,for being an awesome all dev team ,8.67,Cherik#4711,2022-01-19T23:00:00.000Z,
3401,718,set import devop meet ,for setting up an very important Devops meeting. ,15.67,geleeroyale#3228,2022-01-19T23:00:00.000Z,
3402,719,bridgebuild bridg channel 🙂 ,for Bridgebuilding and bridge channels 🙂 ,18.33,geleeroyale#3228,2022-01-19T23:00:00.000Z,
3403,720,awesom dev team ,for being an awesome all dev team ,8.67,Carlos096#8712,2022-01-19T23:00:00.000Z,
3404,721,cover support dapp ,for covering me and support dapp while I was off. ,15.67,Cherik#4711,2022-02-09T23:00:00.000Z,
3405,722,newcom jump trial month see around give love ,"all the newcomers! who are jumping into their trial months, if you see them around give them some love ",18.33,Dr. Suga#8514,2022-02-02T23:00:00.000Z,
3406,723,take time come ,for taking time off coming up! ,7.67,divine_comedian#5493,2022-02-02T23:00:00.000Z,
3407,724,sever hat wear help giveth grow ,for several hats she is wearing to help Giveth grow. ,18.33,karmaticacid#1218,2022-02-09T23:00:00.000Z,
3409,726, good vibe respons avail time ,"& for having good vibes, being responsive and available all the time ",18.33,mohammad_ranjbar_z#2709,2022-01-26T23:00:00.000Z,
3412,729,amaz team support time ,for amazing team and support all the time! ,18.33,markop#2007,2022-01-19T23:00:00.000Z,
3413,730,rock star dev ,for being rock star devs! ,8.67,Amin#2164,2022-01-26T23:00:00.000Z,
3414,731,rock star dev ,for being rock star devs! ,8.67,Cherik#4711,2022-01-26T23:00:00.000Z,
3415,732, whyldwander 💜 💜 filiberto support endang token project ignacio ,"@WhyldWanderer(💜,💜) @Filiberto for being supportive about our Endangered Tokens project! from Ignacio ",10.33,Melody - AFK#8503,2022-02-06T23:00:00.000Z,
3416,733,super help empow new comm star access tool ,for being super helpful with empowering new comms stars with access to tools ,15.67,krrisis,2022-01-17T23:00:00.000Z,
3417,734,spend lot time tp v version also sign flow ,for spending lots of time on TP and V2 version. also for sign-in flow ,9.0,pKrepe,2022-01-19T23:00:00.000Z,
3420,737,constantli remind everyon vote propos ,for constantly reminding everyone to vote on proposals. ,4.77,divine_comedian#5493,2022-01-19T23:00:00.000Z,
3423,740,great team avail help time ,and for being a great team and being available to help all the time! ,4.67,Mo 🤖#0356,2022-02-09T23:00:00.000Z,
3426,743,help get back track suga ,for helping me get back on track. - from Suga ,4.67,anna-marie,2022-01-31T23:00:00.000Z,
3427,744,jump right comm take issu rockin ,"for jumping right in to comms, taking on issues, and rockin it! ",3.27,ahmad#7204,2022-01-19T23:00:00.000Z,
3429,746,jump support giveth comm ,for jumping into supporting Giveth comms ,3.33,bends#3537,2022-02-09T23:00:00.000Z,
3434,751,super fast support alway 🙂 ,for super fast support always! 🙂 ,11.33,WhyldWanderer#7002,2022-01-17T23:00:00.000Z,
3435,752,amaz buidler ,our amazing buidlers ,6.33,mohammad_ranjbar_z#2709,2022-01-19T23:00:00.000Z,
3437,754,awesom dev team ,for being an awesome all dev team ,6.33,Amin#2164,2022-01-19T23:00:00.000Z,
3438,755,fast talk ever prais ,for fast talking ever on praise! ,4.67,karmaticacid#1218,2022-01-19T23:00:00.000Z,
3439,756,jump support giveth comm ,for jumping into supporting Giveth comms ,4.67,Melody - AFK#8503,2022-02-09T23:00:00.000Z,
3441,758,go ad test impact graph ,and for going for adding tests to impact-graph ,9.67,Carlos096#8712,2022-02-09T23:00:00.000Z,
3444,761,commit write automat test alongsid implement new featur ,For being committed to writing automatic tests alongside implementing new features ,9.67,Carlos096#8712,2022-02-07T23:00:00.000Z,
3445,762,bring strong mohammad power giveth ecosystem ,for bringing Strong Mohammad Power into the Giveth Ecosystem ,9.67,mohammad_ranjbar_z#2709,2022-01-19T23:00:00.000Z,
3447,764,cover support dapp ,for covering me and support dapp while I was off. ,11.33,MoeNick#1374,2022-02-09T23:00:00.000Z,
3451,768,alway avail ,for being always available. ,5.33,Mo 🤖#0356,2022-02-09T23:00:00.000Z,
3452,769,awesom dev team ,for being an awesome dev team ,5.33,Amin#2164,2022-02-02T23:00:00.000Z,
3453,770,top backednd issu givback queri ,be on top of backednd issues and givbacks queries ,11.33,mohammad_ranjbar_z#2709,2022-02-02T23:00:00.000Z,
3455,772,welcom hous ape stay strong togeth ,for being that welcoming and having me in his house! Apes stay strong together. ,4.67,mateodaza#3156,2022-01-26T23:00:00.000Z,
3456,773,review pr support stuff ,For reviewing my PRs and do support stuffs ,9.67,Carlos096#8712,2022-01-26T23:00:00.000Z,
3457,774,help get start support comm team ,for helping me get started supporting the comms team ,11.33,WhyldWanderer#7002,2022-01-19T23:00:00.000Z,
3458,775,input idea around token swap step multi sig ,for the input and ideas around token swaps and stepping up to be on the multi-sig ,11.33,karmaticacid#1218,2022-01-26T23:00:00.000Z,
3463,780, other think rememb away suga ,(and others I think! :D) for remembering me when I was away. - from Suga ,4.67,Mount Manu,2022-01-31T23:00:00.000Z,
3464,781,help get start suga ,for helping me get started. - from Suga ,9.67,WhyldWanderer#7002,2022-01-31T23:00:00.000Z,
3467,784,take time ,for taking time off! ,4.67,WhyldWanderer#7002,2022-02-09T23:00:00.000Z,
3468,785,team manag ,and for their team management. ,11.33,karmaticacid#1218,2022-02-02T23:00:00.000Z,
3469,786,great effort dev side ,for their great efforts on dev side. ,9.67,Carlos096#8712,2022-02-02T23:00:00.000Z,
3470,787,help onboard ,for helping me out to onboard ,9.67,WhyldWanderer#7002,2022-02-02T23:00:00.000Z,
3473,790,help get access facebook page ,for helping me get access to our facebook page ,5.77,krrisis,2022-02-14T23:00:00.000Z,
3474,791,import donat page new repo ,for importing donate pages to new repo ,11.33,mateodaza#3156,2022-02-09T23:00:00.000Z,
3475,792,find mani comm gem ,for finding many comms gems ,9.67,WhyldWanderer#7002,2022-02-02T23:00:00.000Z,
3477,794,direct new givivers info ,for directing me to the new GIViverse info ,11.33,WhyldWanderer#7002,2022-01-19T23:00:00.000Z,
3478,795,great friend alway pick last minut hot fix issu like wild trezor wallet thing get trezor wallet test guy mateo hero ,"for being a great friend always, and for picking up last minute hot fix issues like this wild trezor wallet thing. he's getting a trezor wallet just to test it you guys, Mateo is a hero ",5.33,mateodaza#3156,2022-01-26T23:00:00.000Z,
3479,796,thorough thought respons alway ,for thorough and thoughtful responses always ,11.33,willyfox#1178,2022-01-19T23:00:00.000Z,
3480,797,whole dev team rockin end ,whole dev team for rockin' all the ends ,6.33,Ramin#4479,2022-02-02T23:00:00.000Z,
3481,798,get rgiv propos vote ,for getting their rGIV proposal votes up ,9.67,Carlos096#8712,2022-02-02T23:00:00.000Z,
3484,801,amaz buidler ,our amazing buidlers ,3.0,pKrepe,2022-01-19T23:00:00.000Z,
3495,812,jump support giveth comm ,for jumping into supporting Giveth comms ,3.0,ahmad#7204,2022-02-09T23:00:00.000Z,
3500,817,help get start suga ,for helping me get started. - from Suga ,3.67,Annn3,2022-01-31T23:00:00.000Z,
3511,828,amaz buidler ,our amazing buidlers ,7.0,Cherik#4711,2022-01-19T23:00:00.000Z,
3512,829,whole dev team rockin end ,whole dev team for rockin' all the ends ,5.5,Cherik#4711,2022-02-02T23:00:00.000Z,
3513,830, whyldwander 💜 💜 warm welcom yesterday great intro happen giveth sym ,"@WhyldWanderer(💜,💜) for such a warm welcome yesterday and a great intro to what's happening at GIVeth! from Sym ",7.0,WhyldWanderer#7002,2022-02-02T23:00:00.000Z,
3515,832,awesom dev team ,for being an awesome all dev team ,7.0,mohammad_ranjbar_z#2709,2022-01-19T23:00:00.000Z,
3517,834,get setup proper github access ,for getting me setup with proper github access ,6.0,Amin#2164,2022-01-21T23:00:00.000Z,
3519,836,great effort dev side ,for their great efforts on dev side. ,4.5,Amin#2164,2022-02-02T23:00:00.000Z,
3520,837,awesom dev team ,for being an awesome dev team ,4.5,Cherik#4711,2022-02-02T23:00:00.000Z,
3521,838,welcom facilit call ,to for welcoming facilitation of call ,6.0,divine_comedian#5493,2022-01-19T23:00:00.000Z,
3522,839,awesom dev team ,for being an awesome dev team ,7.0,Carlos096#8712,2022-02-02T23:00:00.000Z,
3523,840,rock star dev ,for being rock star devs! ,6.0,mohammad_ranjbar_z#2709,2022-01-26T23:00:00.000Z,
3524,841,excit gravviti meet morn ,for exciting gravvity meeting this morning ,7.0,Juankbell#7458,2022-02-02T23:00:00.000Z,
3525,842,amaz buddi ,for being an amazing buddy ,7.0,WhyldWanderer#7002,2022-01-26T23:00:00.000Z,
3526,843,whoever prais system use server know everyon prais today commun call sum ,Whoever did the praising system. Can we use it in our server? I don't know if it was you but everyone was praising you today at the community call so I sum up to that. ,2.0,karmaticacid#1218,2022-01-26T23:00:00.000Z,
3527,844,amaz support chat even beach paradis osa penninsula ,for being amazing on the Support chat... even from the Beach Paradise in OSA penninsula! ,7.0,WhyldWanderer#7002,2022-02-08T23:00:00.000Z,
3529,846, other think rememb away suga ,(and others I think! :D) for remembering me when I was away. - from Suga ,2.33,Juankbell#7458,2022-01-31T23:00:00.000Z,
3532,849,amaz team support time ,for amazing team and support all the time! ,4.33,Mo 🤖#0356,2022-01-19T23:00:00.000Z,
3533,850,take vacat ,for taking vacation! ,1.67,Rodricast#1415,2022-01-26T23:00:00.000Z,
3536,853,take time come ,for taking time off coming up! ,3.67,WhyldWanderer#7002,2022-02-02T23:00:00.000Z,
3543,860,reliabl depend follow word alway say ,"for being so reliable, dependable, and following through on his word. He always does what he says he will! ",4.33,ahmad#7204,2022-02-02T23:00:00.000Z,
3544,861,amaz buidler ,our amazing buidlers ,1.67,mateodaza#3156,2022-01-19T23:00:00.000Z,
3550,867,awesom dev team ,for being an awesome all dev team ,1.67,mateodaza#3156,2022-01-19T23:00:00.000Z,
3552,869,go ad test impact graph ,and for going for adding tests to impact-graph ,9.1,mohammad_ranjbar_z#2709,2022-02-09T23:00:00.000Z,
3553,870,great pm ,for being a great PM! ,13.0,MoeNick#1374,2022-01-19T23:00:00.000Z,
3555,872,jump support giveth comm ,for jumping into supporting Giveth comms ,13.0,ǃ ! maintainer.eth,2022-02-09T23:00:00.000Z,
3560,877,prepar test env impact graph ,for preparing test env on impact-graph ,13.0,mohammad_ranjbar_z#2709,2022-02-08T23:00:00.000Z,
3561,878, whyldwander 💜 💜 filiberto support endang token project ignacio ,"@WhyldWanderer(💜,💜) @Filiberto for being supportive about our Endangered Tokens project! from Ignacio ",8.0,WhyldWanderer#7002,2022-02-06T23:00:00.000Z,
3562,879,push revis giveth product manag job descript 🙂 ,for pushing through on the revising the Giveth Product Manager job description 🙂 ,21.0,MoeNick#1374,2022-02-02T23:00:00.000Z,
